name,email,date_of_birth,age,above_18,mobile
Elizabeth Benitez,Elizabeth_Benitez@goodwin-sullivan.biz,19560323,65.82,True,
Jonathan Hernandez,Jonathan_Hernandez@hood-abbott.com,19981002,23.27,True,
Benjamin Stevens,Benjamin_Stevens@walton-gamble.com,19991112,22.15,True,
Isaac Roth,Isaac_Roth@thompson.com,19610102,61.04,True,
Lauren Smith,Lauren_Smith@davis.info,19780108,44.01,True,
Nicole Duffy MD,Nicole_Duffy@davenport-nelson.info,20090801,12.43,False,18095111
Emily Vega,Emily_Vega@butler.com,19960508,25.67,True,
Jesse Stone,Jesse_Stone@morales.com,20040908,17.33,False,
Jo Humphrey,Jo_Humphrey@ramos.com,19881031,33.19,True,
Nicholas Marquez,Nicholas_Marquez@good.info,19900321,31.81,True,
Brent Lloyd,Brent_Lloyd@lester-smith.com,19710621,50.57,True,
Jonathan Hill,Jonathan_Hill@butler-murphy.info,19501214,71.1,True,
Timothy Kelly,Timothy_Kelly@frye-brown.com,19770420,44.73,True,
Donna Martinez,Donna_Martinez@rich-cook.com,20011210,20.07,True,
Tammy Miles,Tammy_Miles@allen.com,20140307,7.83,False,
Stephen Fields,Stephen_Fields@wilson.com,19580723,63.49,True,
Hannah Myers,Hannah_Myers@schaefer.com,19500909,71.36,True,
Tanya Garcia,Tanya_Garcia@vazquez.com,19781209,43.09,True,
Elizabeth Moody,Elizabeth_Moody@parker.org,20120609,9.57,False,
Rebecca Santos,Rebecca_Santos@long.com,20030430,18.69,True,
Tammy Williams,Tammy_Williams@greer.info,19630306,58.87,True,
Lauren Zimmerman DDS,Lauren_Zimmerman@chan.com,19970628,24.53,True,
Amy Reed,Amy_Reed@chung.com,20000105,22.01,True,
Peter Holland,Peter_Holland@lopez-norris.com,19740927,47.3,True,
Stephen Martinez,Stephen_Martinez@schmidt.com,19931220,28.05,True,
Evan Martinez,Evan_Martinez@adkins-dennis.com,19890208,32.92,True,
Stephanie Smith,Stephanie_Smith@oconnor.com,20170530,4.59,False,
Robert Schultz,Robert_Schultz@vance.com,20000530,21.61,True,
Steven Price,Steven_Price@thompson-williams.com,19981115,23.15,True,
William Park,William_Park@peterson.com,19600914,61.34,True,
Cole Butler,Cole_Butler@campbell.info,20091225,12.03,False,
Jessica Prince,Jessica_Prince@rodriguez-hill.com,19951227,26.03,True,
Brian Smith,Brian_Smith@martinez.com,19790302,42.87,True,
Mark Ortiz,Mark_Ortiz@costa-barker.info,20000801,21.43,True,
Shane Garcia,Shane_Garcia@ingram-ford.com,20051223,16.04,False,80435507
Tammy Lowe,Tammy_Lowe@hart.info,20110502,10.68,False,
Bonnie Parsons,Bonnie_Parsons@elliott.info,19991127,22.11,True,
Diane Lee,Diane_Lee@mills-robinson.org,19880714,33.49,True,
Destiny Thompson,Destiny_Thompson@wood.com,20080630,13.52,False,
Carol Johnston,Carol_Johnston@anderson-brown.com,19680119,53.99,True,
Catherine Cline,Catherine_Cline@smith.net,20060430,15.68,False,
Whitney Russell,Whitney_Russell@ellis.com,19580213,63.93,True,
Joseph Brown,Joseph_Brown@park.biz,19910411,30.75,True,
Andrea Cherry,Andrea_Cherry@miller-roberts.com,19570204,64.95,True,
Ronnie James,Ronnie_James@dalton-williams.org,20170422,4.7,False,
Jesse Wagner,Jesse_Wagner@miller-nguyen.biz,19660816,55.42,True,
Jennifer Johnson,Jennifer_Johnson@soto.com,19791230,42.04,True,
Amy Collins,Amy_Collins@lindsey-farrell.com,19641109,57.18,True,
Nathaniel Curtis,Nathaniel_Curtis@brooks.org,19681205,53.11,True,
Daniel Gonzalez,Daniel_Gonzalez@rogers.org,20061001,15.26,False,
Patricia Gomez,Patricia_Gomez@chan.com,20021106,19.17,True,
Christopher Douglas,Christopher_Douglas@rodriguez-santos.com,19551221,66.08,True,
Briana Turner,Briana_Turner@bailey.com,19810428,40.71,True,
Patrick Williams,Patrick_Williams@hill.com,20100228,11.85,False,
Jonathan Navarro,Jonathan_Navarro@keller.com,19610423,60.73,True,
Steven Ryan,Steven_Ryan@miller-williams.biz,19950115,26.98,True,
Matthew Rodriguez,Matthew_Rodriguez@smith.info,20050507,16.67,False,
Laurie Stewart,Laurie_Stewart@marquez.com,19810130,40.95,True,
Joseph Ramirez,Joseph_Ramirez@garcia.com,19550510,66.69,True,
Eric Harris,Eric_Harris@brown.info,19501009,71.28,True,
Amy Townsend,Amy_Townsend@wright.com,20150715,6.47,False,
Jeffrey Gutierrez,Jeffrey_Gutierrez@fleming.com,19610206,60.94,True,
Kenneth Zimmerman,Kenneth_Zimmerman@cruz-bowman.com,19681018,53.24,True,
Jonathan Guerrero,Jonathan_Guerrero@paul.com,19840704,37.52,True,
James Thomas,James_Thomas@munoz.net,19820128,39.95,True,
James Bradshaw,James_Bradshaw@brewer.com,20091129,12.1,False,34761231
Edgar Moreno,Edgar_Moreno@patel.com,19640513,57.68,True,
Margaret Roberts,Margaret_Roberts@rojas-green.org,19941227,27.03,True,
Mary Gonzales,Mary_Gonzales@weber-day.org,19621119,59.16,True,
Deborah Ortiz,Deborah_Ortiz@phelps-sanchez.com,19660517,55.67,True,
Jesse Thomas,Jesse_Thomas@floyd-warner.info,19561114,65.18,True,
Taylor Torres,Taylor_Torres@romero.com,20060508,15.66,False,
Jennifer Sampson,Jennifer_Sampson@west-rodriguez.com,19680723,53.48,True,
Jennifer Shaffer,Jennifer_Shaffer@palmer.org,19760415,45.75,True,
Melanie Griffith,Melanie_Griffith@black-reyes.org,19971102,24.18,True,
Michelle May,Michelle_May@wells-walker.com,19750723,46.48,True,
Alexandra Shelton,Alexandra_Shelton@jackson-gomez.com,19870213,34.91,True,
Carl Gonzalez,Carl_Gonzalez@zamora.org,19501125,71.15,True,
Chad Kelly,Chad_Kelly@sherman.com,19700921,51.32,True,
Jacob White,Jacob_White@melton.com,20041216,17.05,False,
Randy Franklin,Randy_Franklin@hamilton.com,19520222,69.91,True,
Taylor Davidson,Taylor_Davidson@williams.net,19791109,42.18,True,
Daniel Martinez,Daniel_Martinez@sullivan.com,19931201,28.1,True,
Theresa Potter,Theresa_Potter@valdez.com,19580212,63.93,True,
William Kerr,William_Kerr@meyer.net,19910124,30.96,True,
Erin Anderson,Erin_Anderson@middleton.com,19720902,49.36,True,
Carlos Sawyer,Carlos_Sawyer@villa-watkins.com,19530704,68.54,True,
Steven Reyes,Steven_Reyes@wolfe.net,19791024,42.22,True,
Robert Johnson,Robert_Johnson@thomas-boyd.com,19640920,57.32,True,
Melissa Franklin,Melissa_Franklin@nelson.info,19980708,23.5,True,
Travis Davis,Travis_Davis@thomas-long.org,19501107,71.2,True,
Adam Bailey,Adam_Bailey@bates.com,19990424,22.71,True,
Crystal Peterson,Crystal_Peterson@parker-soto.com,19680113,54.01,True,
David Anderson,David_Anderson@hughes.com,19841210,37.08,True,
David Allen III,David_Allen@bentley-scott.com,19550606,66.62,True,
Jose Mitchell,Jose_Mitchell@roth.com,19740719,47.49,True,
Jay Smith,Jay_Smith@nguyen-martinez.biz,19651121,56.15,True,
David Spence,David_Spence@sullivan.org,19650425,56.73,True,
Alicia Young,Alicia_Young@barton-bell.com,19940514,27.65,True,
Gregory Cooper,Gregory_Cooper@lopez.com,20130725,8.44,False,
Michelle Brown,Michelle_Brown@perez-scott.net,20030817,18.39,True,
Melissa Johnson,Melissa_Johnson@cameron-byrd.com,19821119,39.15,True,
Madeline Terry,Madeline_Terry@higgins.com,19520922,69.32,True,
Rebekah Fischer,Rebekah_Fischer@meza-warren.com,19691023,52.23,True,
Wendy Sexton,Wendy_Sexton@hopkins-harvey.com,19880217,33.9,True,
Brent Richards,Brent_Richards@fletcher-skinner.org,20100609,11.57,False,
Christopher Kim,Christopher_Kim@marshall-wilkins.com,20090806,12.41,False,
Kristie White,Kristie_White@padilla.com,19860924,35.3,True,
Eric Anderson,Eric_Anderson@valdez.biz,19730724,48.47,True,
Patrick Moran,Patrick_Moran@kennedy-smith.com,19540412,67.77,True,
Kimberly Dillon,Kimberly_Dillon@drake.info,20010618,20.55,True,
Stephanie Garcia,Stephanie_Garcia@mckinney-baker.biz,19530613,68.6,True,
Brandon Henry,Brandon_Henry@king-bowers.org,19590409,62.78,True,
Elizabeth Jones,Elizabeth_Jones@peterson-johnson.net,20100530,11.6,False,
Manuel Reyes,Manuel_Reyes@leon-johnson.com,19760330,45.79,True,
Mindy Valentine,Mindy_Valentine@gutierrez-martin.com,19790425,42.72,True,
Mary Stevenson,Mary_Stevenson@clark.com,19550911,66.35,True,
Emma Beltran,Emma_Beltran@armstrong-adkins.biz,19860213,35.91,True,
Paul Phillips,Paul_Phillips@manning.org,19920423,29.71,True,
James Porter,James_Porter@cervantes.biz,19900307,31.84,True,
David Harrison,David_Harrison@green.info,19841031,37.19,True,
Tara Davidson,Tara_Davidson@hernandez.com,19861117,35.15,True,
Donna Kelly,Donna_Kelly@young.org,19621128,59.13,True,
Renee Mayer,Renee_Mayer@petty.com,20050201,16.93,False,
Victor Davis,Victor_Davis@crawford.org,19570103,65.04,True,
Marc Abbott,Marc_Abbott@grimes.info,20170825,4.36,False,
Kevin Flores,Kevin_Flores@crawford.com,19560605,65.62,True,
Sarah Mayo,Sarah_Mayo@thompson.org,19930507,28.67,True,
Anthony Morgan,Anthony_Morgan@smith.com,19670114,55.0,True,
Sarah Wong,Sarah_Wong@glover.info,19850327,36.79,True,
Tanya Martinez,Tanya_Martinez@moore.com,19760911,45.34,True,
Jacob Lewis,Jacob_Lewis@carlson.net,19620916,59.33,True,
Valerie Spencer,Valerie_Spencer@franklin-jackson.info,20181003,3.25,False,22299967
Kelly Drake,Kelly_Drake@pollard-nelson.com,19710114,51.0,True,
Zachary Foster,Zachary_Foster@hamilton-king.com,20111020,10.21,False,
Susan Summers,Susan_Summers@wilson.com,19810107,41.01,True,
Alicia Roberts,Alicia_Roberts@ramos.net,20090924,12.28,False,
Charlene Patterson,Charlene_Patterson@edwards.com,19860927,35.29,True,
Nichole Murray,Nichole_Murray@harmon-blackwell.com,19531028,68.22,True,
Anthony Robinson,Anthony_Robinson@welch-williams.net,19870327,34.79,True,
Andrew Sutton,Andrew_Sutton@mcintyre-allen.com,19661215,55.08,True,
John Munoz,John_Munoz@perkins-proctor.org,20041009,17.24,False,
Mallory Bright,Mallory_Bright@santiago.com,19541118,67.17,True,
Zachary Johnson,Zachary_Johnson@velez.com,19741002,47.28,True,
Nicolas Myers,Nicolas_Myers@shaw.net,20010618,20.55,True,
Larry Smith,Larry_Smith@phillips-pratt.org,20131127,8.1,False,
Victoria Hoover,Victoria_Hoover@roberts.com,19841101,37.19,True,
Carl Shannon,Carl_Shannon@raymond.net,19800401,41.78,True,
Melissa Hardy,Melissa_Hardy@stewart.com,19900304,31.85,True,
Carolyn Smith,Carolyn_Smith@mccormick.biz,19760418,45.74,True,
Austin Washington,Austin_Washington@hodge-weber.com,20000525,21.62,True,
Earl Jackson,Earl_Jackson@cummings.com,19900912,31.33,True,
Nicole Simmons,Nicole_Simmons@webb.com,19881121,33.13,True,
Phillip Hurst,Phillip_Hurst@thompson-flores.net,19860713,35.5,True,
Hailey Robbins,Hailey_Robbins@miller.com,19861028,35.2,True,
James Taylor,James_Taylor@sparks.net,19710430,50.71,True,
Andrea Figueroa,Andrea_Figueroa@warren-romero.com,20141023,7.2,False,
Cassandra Moreno,Cassandra_Moreno@roberts-mccarthy.info,19680327,53.8,True,
Gregory Pacheco,Gregory_Pacheco@perez.com,19631228,58.05,True,
Nicole Huerta,Nicole_Huerta@acevedo.com,19810701,40.53,True,
Matthew Hoffman,Matthew_Hoffman@lara.com,20050504,16.67,False,44628735
Sandra Francis,Sandra_Francis@juarez.org,19650418,56.75,True,
Rebecca Ray,Rebecca_Ray@davis.com,19910328,30.79,True,
Tammy Simpson,Tammy_Simpson@schneider.net,19720914,49.33,True,
Kyle Clark,Kyle_Clark@harvey.org,19610925,60.31,True,
Kyle Howard,Kyle_Howard@shannon-mosley.net,20091021,12.21,False,
David Warren,David_Warren@bell-lewis.com,19690718,52.49,True,
Brandon Townsend,Brandon_Townsend@gray-davis.info,19890203,32.93,True,
Christopher Ellis,Christopher_Ellis@johnson.com,19700514,51.67,True,
Renee Mccall,Renee_Mccall@valencia-ward.com,19941109,27.16,True,
Nicole Valdez,Nicole_Valdez@chase.net,19750518,46.66,True,
Adam Morrison,Adam_Morrison@clay-jones.com,19800108,42.01,True,
Kenneth Koch,Kenneth_Koch@wagner.com,19660206,55.94,True,
Michael Harris,Michael_Harris@miller-fischer.com,20040522,17.62,False,
Devon Levy,Devon_Levy@chapman.com,19680625,53.56,True,
Alison Wright,Alison_Wright@moore.info,19540225,67.9,True,
Jennifer Jones,Jennifer_Jones@williams.com,20140426,7.69,False,67930447
Alexandra Rosales,Alexandra_Rosales@wu-kerr.net,19530925,68.32,True,
Erika Wood,Erika_Wood@jacobson.org,19520906,69.37,True,
Kristen Dyer,Kristen_Dyer@haynes.com,19920620,29.55,True,
Adrian Martin,Adrian_Martin@rojas.net,20080307,13.83,False,98206903
Joshua Hunter,Joshua_Hunter@jackson-parker.com,20070517,14.64,False,60770775
Cindy Wells,Cindy_Wells@munoz.com,19730616,48.58,True,
Meredith Shepherd,Meredith_Shepherd@wolfe.com,20161029,5.18,False,65360583
Paula Jackson,Paula_Jackson@rodgers.com,20100903,11.34,False,
Jacob Woodard,Jacob_Woodard@lee-williams.biz,20050821,16.38,False,47073639
Michael Hill,Michael_Hill@herrera-vargas.com,19770802,44.45,True,
Maureen Miller,Maureen_Miller@wright.com,19580407,63.78,True,
Pamela Brandt,Pamela_Brandt@glover.com,19830821,38.39,True,
Matthew Rojas Jr.,Matthew_Rojas@austin.com,19500430,71.72,True,
Lawrence Jordan,Lawrence_Jordan@adams-gutierrez.com,19620519,59.66,True,
Travis Coleman,Travis_Coleman@williams.com,19950902,26.35,True,
Tina Lopez,Tina_Lopez@white-payne.com,20170112,4.97,False,
Joseph Armstrong,Joseph_Armstrong@miller-lee.com,19801109,41.17,True,
Kayla Sellers,Kayla_Sellers@stewart.info,20020329,19.78,True,
Michael Rogers,Michael_Rogers@wagner.com,19550312,66.85,True,
Tiffany Fitzpatrick,Tiffany_Fitzpatrick@lindsey.com,19960213,25.9,True,
Sierra Warren,Sierra_Warren@miranda.biz,19630212,58.93,True,
Gregory Castillo,Gregory_Castillo@nunez-henderson.org,19720220,49.9,True,
Yvonne Murphy,Yvonne_Murphy@valdez.com,19930625,28.54,True,
Austin Patel,Austin_Patel@reid.com,20160730,5.43,False,
Ronald Lopez,Ronald_Lopez@swanson.com,19780127,43.96,True,
Terry Fowler,Terry_Fowler@rivers-miller.org,20040710,17.49,False,
Holly Lara,Holly_Lara@young.net,19700116,51.99,True,
Cody Hayden,Cody_Hayden@donovan.com,19890410,32.75,True,
Veronica Bradford,Veronica_Bradford@larson.com,19861024,35.21,True,
Jeffery Wilson,Jeffery_Wilson@cook.com,19781118,43.15,True,
Tammy Cooper,Tammy_Cooper@allen.com,19790501,42.7,True,
Jessica Gardner,Jessica_Gardner@cook-howe.com,19640805,57.45,True,
Mr. Matthew Roman,Matthew_Roman@gonzalez-cooper.com,20110215,10.88,False,
Sharon Frazier,Sharon_Frazier@garcia-hall.info,19970508,24.67,True,
James Gonzalez,James_Gonzalez@woodward.org,19740320,47.82,True,
Tracy Mcmillan,Tracy_Mcmillan@wilson.com,20010620,20.55,True,
Jenna Ayala,Jenna_Ayala@price.net,20170619,4.54,False,
Julie Martinez,Julie_Martinez@chung-williams.com,20140523,7.62,False,59153079
Richard Lee,Richard_Lee@jones-willis.info,20001024,21.2,True,
Timothy Lopez,Timothy_Lopez@george.com,20080828,13.35,False,49793623
Robin Evans,Robin_Evans@coleman.net,19730730,48.46,True,
Deborah Mcbride,Deborah_Mcbride@brooks-pitts.net,19880511,33.67,True,
Austin Williams,Austin_Williams@villanueva.com,19620824,59.4,True,
Kenneth Dean,Kenneth_Dean@rodriguez.com,19620621,59.57,True,
Joan Crawford,Joan_Crawford@scott.com,19631031,58.21,True,
Erin King,Erin_King@lee-miller.com,19570128,64.97,True,
Mr. James Hamilton,James_Hamilton@finley-nelson.com,20140412,7.73,False,
Deborah Hood,Deborah_Hood@olson.com,19661225,55.06,True,
Marcus Stout,Marcus_Stout@barber-wright.org,19960510,25.66,True,
Shannon Jacobs,Shannon_Jacobs@norris.com,20000922,21.29,True,
Todd Harris,Todd_Harris@pierce.com,19750807,46.44,True,
Sarah Wilson,Sarah_Wilson@webb-gomez.com,20110131,10.93,False,
Edward Brown,Edward_Brown@baker-wright.net,19600416,61.75,True,
Calvin Jones,Calvin_Jones@morgan-lopez.org,20071126,14.11,False,89850455
Mr. Nicholas Fry,Nicholas_Fry@neal.com,20100215,11.88,False,
Alejandro Sharp,Alejandro_Sharp@banks.biz,19860531,35.61,True,
Debra Morgan,Debra_Morgan@clark.com,19801028,41.21,True,
John Kemp,John_Kemp@underwood.com,19900928,31.28,True,
Benjamin Richardson,Benjamin_Richardson@yang.com,19760910,45.34,True,
Eric Cobb,Eric_Cobb@cannon.net,19821025,39.21,True,
Joseph Daniel,Joseph_Daniel@manning.info,19650808,56.44,True,
William Pollard,William_Pollard@lewis-wiley.com,20040618,17.55,False,
Aaron Pace,Aaron_Pace@burgess-riley.com,20120102,10.01,False,
Wendy Smith,Wendy_Smith@ferguson-jones.com,19860629,35.53,True,
Cheyenne Hernandez,Cheyenne_Hernandez@thomas.info,19730120,48.98,True,
Patricia Spencer,Patricia_Spencer@holland-rodriguez.com,20040323,17.79,False,52772407
Charles Taylor PhD,Charles_Taylor@ramsey-pruitt.net,19660515,55.67,True,
Stacey Clark,Stacey_Clark@williams.com,19570825,64.4,True,
Megan Williams,Megan_Williams@novak.com,19870819,34.39,True,
Robert Lee,Robert_Lee@house.com,19731021,48.23,True,
James Davis,James_Davis@huang.com,19590501,62.72,True,
Tami Harper,Tami_Harper@hall-flowers.biz,19720628,49.55,True,
Thomas Avila,Thomas_Avila@henry-powell.org,19970109,24.99,True,
Donald Perez,Donald_Perez@douglas-robles.com,19931010,28.25,True,
Elizabeth Moran,Elizabeth_Moran@mills.com,19940319,27.81,True,
Kristina Chapman,Kristina_Chapman@hunt.org,19840626,37.54,True,
Julie Hobbs,Julie_Hobbs@moreno.biz,19800214,41.91,True,
Robert Elliott,Robert_Elliott@johnson.com,20010312,20.82,True,
Kathleen Franklin,Kathleen_Franklin@golden.com,19970210,24.91,True,
Cassandra Smith,Cassandra_Smith@sweeney.com,19941019,27.22,True,
Stacey Montoya,Stacey_Montoya@smith.net,20080126,13.94,False,
Veronica Morris,Veronica_Morris@thomas.com,19580404,63.79,True,
Derrick Sanders,Derrick_Sanders@lopez.info,19510425,70.74,True,
Russell Gallagher,Russell_Gallagher@davidson.com,19740223,47.89,True,
Cody Moore,Cody_Moore@parker.com,19610710,60.52,True,
Robin Ramsey,Robin_Ramsey@gilbert-bailey.info,20100205,11.91,False,
Heather Shelton,Heather_Shelton@porter.com,19960415,25.73,True,
Lindsay Zuniga,Lindsay_Zuniga@carson.org,20040412,17.73,False,
Mark Wells,Mark_Wells@bentley-thomas.info,19720106,50.02,True,
Gerald Gonzales,Gerald_Gonzales@bennett.com,19750102,47.03,True,
Christopher Perez,Christopher_Perez@barker-daniels.com,19850924,36.3,True,
Justin Thornton,Justin_Thornton@mcintyre-knight.com,19960730,25.44,True,
Miss Lauren Solis,Lauren_Solis@frazier-lewis.com,20140922,7.28,False,13418359
Michael Shannon,Michael_Shannon@martinez-mccann.info,20050509,16.66,False,
Sheila Garcia,Sheila_Garcia@griffin-garcia.org,19850318,36.82,True,
Rebecca Rogers,Rebecca_Rogers@graves-clark.com,19870524,34.63,True,
Dana Tran,Dana_Tran@brown.com,20161215,5.05,False,
Elizabeth Lee,Elizabeth_Lee@lynn-sullivan.com,19740901,47.37,True,
Isaac Wright,Isaac_Wright@parker.com,20021102,19.18,True,
Jennifer Evans,Jennifer_Evans@bender.info,19920202,29.93,True,
Martha Mahoney,Martha_Mahoney@stephens.biz,19650515,56.67,True,
Daniel Shelton,Daniel_Shelton@kent.biz,20090813,12.39,False,18052207
Jacqueline Sandoval,Jacqueline_Sandoval@craig.com,19621203,59.12,True,
Yvette Gonzales,Yvette_Gonzales@campbell.info,20040519,17.63,False,
Sherry Randolph,Sherry_Randolph@wood.com,19710908,50.35,True,
Nicholas Vincent,Nicholas_Vincent@clark-jones.com,19611002,60.29,True,
Nicole Banks,Nicole_Banks@mosley-blackwell.com,20060604,15.59,False,
Kathryn Mckinney,Kathryn_Mckinney@gordon.com,19610603,60.62,True,
Kaylee Griffin,Kaylee_Griffin@russell.com,19540508,67.7,True,
Raymond Yu,Raymond_Yu@mathis.com,19690502,52.7,True,
Stephen Hill,Stephen_Hill@nelson.com,19540903,67.38,True,
Ryan Young,Ryan_Young@eaton.com,19620701,59.55,True,
Kevin Turner,Kevin_Turner@wood.biz,19841108,37.17,True,
Scott Smith,Scott_Smith@solomon.net,19711103,50.2,True,
Jill George,Jill_George@roberts-henderson.com,20070512,14.65,False,
Anthony Odonnell,Anthony_Odonnell@terry.com,19591121,62.16,True,
Tammy Dixon,Tammy_Dixon@campbell.com,19710119,50.99,True,
Mary Herring,Mary_Herring@bell.org,19600324,61.82,True,
David Harris,David_Harris@eaton.biz,19760620,45.56,True,
Holly Jenkins,Holly_Jenkins@morrow-jenkins.com,20131207,8.07,False,
Kristen Hall,Kristen_Hall@davenport.com,19850124,36.96,True,
Vanessa Hernandez,Vanessa_Hernandez@williams-wagner.com,19950717,26.48,True,
Lindsey Baker,Lindsey_Baker@brown-anderson.com,19590424,62.73,True,
Jessica Cooper,Jessica_Cooper@rivera.com,19900312,31.83,True,
Daniel Garcia,Daniel_Garcia@williams-griffin.com,19560315,65.84,True,
Brandon Proctor,Brandon_Proctor@baldwin.com,20140504,7.67,False,
Ray Moore,Ray_Moore@davies.com,19561007,65.28,True,
Thomas Hughes,Thomas_Hughes@alvarez-gibson.com,20060618,15.55,False,
Erika Hill,Erika_Hill@weaver.net,20061221,15.04,False,
William Wright,William_Wright@mcdonald.info,19700117,51.99,True,
Joshua Hurley,Joshua_Hurley@smith.com,20030404,18.76,True,
Allen Luna,Allen_Luna@mitchell.net,19790802,42.45,True,
David Forbes,David_Forbes@cochran.biz,20140525,7.61,False,
Jeffrey Ross,Jeffrey_Ross@cooper-browning.biz,19910821,30.39,True,
Amy Webster,Amy_Webster@oliver-sanchez.info,20150520,6.62,False,
Joseph Lopez,Joseph_Lopez@brown.biz,19800525,41.63,True,
Robert Miller,Robert_Miller@shields.com,19540317,67.84,True,
Karen Harris,Karen_Harris@wheeler-moran.com,19910421,30.72,True,
George Spencer,George_Spencer@fuller.com,20181216,3.05,False,
Eric Roberts,Eric_Roberts@frey.com,19520808,69.45,True,
